Unnamed: 0,ORG Name,ORG Link,Size,Sector,Country,Region,Report,download
331,Implats,https://database.globalreporting.org/organizations/13184/,Large,Mining,za,Africa,"['2018 - GRI - Standards GRI - Standards85c7f3d141661962da5141153cc2142a.pdf', '2017 - GRI - G4 GRI - G457ac1fd5c2ae1f40185771843327ff39.pdf', '2016 - GRI - G4 GRI - G4a4f3d0bf6ebd35d489b175d0a6446c14.pdf', '2015 - GRI - G4 GRI - G4048b5a67205fc1f829f4b22d4e42c4c2.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/85c7f3d141661962da5141153cc2142a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/57ac1fd5c2ae1f40185771843327ff39.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/a4f3d0bf6ebd35d489b175d0a6446c14.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/048b5a67205fc1f829f4b22d4e42c4c2.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
332,Indequity Group,https://database.globalreporting.org/organizations/16427/,Large,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRI4e7af0b185922e5a4a7578e8acea518b.pdf', '2018 - Non - GRI Non - GRIcb518814d60df29ac2d92c032e321e9e.pdf', '2017 - Non - GRI Non - GRIef13a08d5170cac1fca23f5ede1584a8.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/4e7af0b185922e5a4a7578e8acea518b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/cb518814d60df29ac2d92c032e321e9e.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/ef13a08d5170cac1fca23f5ede1584a8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
333,Indluplace Properties,https://database.globalreporting.org/organizations/16672/,Large,Real Estate,za,Africa,"['2018 - Non - GRI Non - GRIf551732a1ba629739ed8849618ea40bb.pdf', '2017 - Non - GRI Non - GRI135ecc5c553cf6d84ac46187e55f06cc.pdf', '2016 - Non - GRI Non - GRIce44b1d2951500e552f63760383ea6e5.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/f551732a1ba629739ed8849618ea40bb.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/135ecc5c553cf6d84ac46187e55f06cc.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/ce44b1d2951500e552f63760383ea6e5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
334,Industrial Development Corporation,https://database.globalreporting.org/organizations/4748/,Large,Financial Services,za,Africa,"['2019 - Citing - GRI Citing - GRIa20cf0a9abea29a60108b0db71c38188.pdf', '2016 - Non - GRI Non - GRI77e15a8bb2d77ca6de1c3e2ac877bf7e.pdf', '2015 - GRI - G4 GRI - G44ebc1e9d0669ef70fd13be78cc993311.pdf', '2014 - GRI - G4 GRI - G4fbc2236f1a2cadc570e1194fea75dc7b.pdf', '2013 - GRI - G3.1 GRI - G3.13351931ff5eb4ec125c61983ac63d5f7.pdf', '2012 - GRI - G3.1 GRI - G3.1ca158ee47ea2684106680e29d3e74ed3.pdf', '2011 - Non - GRI Non - GRI30b9d81a2eb9ec5413dfaa6a87cf77ac.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/a20cf0a9abea29a60108b0db71c38188.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/77e15a8bb2d77ca6de1c3e2ac877bf7e.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/4ebc1e9d0669ef70fd13be78cc993311.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/fbc2236f1a2cadc570e1194fea75dc7b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/3351931ff5eb4ec125c61983ac63d5f7.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/ca158ee47ea2684106680e29d3e74ed3.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/30b9d81a2eb9ec5413dfaa6a87cf77ac.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
335,Infrasors,https://database.globalreporting.org/organizations/4602/,Large,Mining,za,Africa,"['2016 - Non - GRI Non - GRIf000de7f911b2e91cbe105971cd03ec2.pdf', '2015 - Non - GRI Non - GRIcc08c97b61d40a66d6c365cf0c0cbb51.pdf', '2014 - Non - GRI Non - GRI856467f2475206a7c140b6a81f2365b3.pdf', '2013 - Non - GRI Non - GRIac69108055a845188bd40328b27e2b58.pdf', '2012 - Non - GRI Non - GRI9798e5fb9ae1acdf64230651330e72f2.pdf', '2011 - Non - GRI Non - GRId338c6cafa18412e1fb6a33f141e4eae.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/f000de7f911b2e91cbe105971cd03ec2.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/cc08c97b61d40a66d6c365cf0c0cbb51.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/856467f2475206a7c140b6a81f2365b3.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/ac69108055a845188bd40328b27e2b58.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/9798e5fb9ae1acdf64230651330e72f2.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/d338c6cafa18412e1fb6a33f141e4eae.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
336,Ingenuity Property Investments,https://database.globalreporting.org/organizations/4746/,Large,Real Estate,za,Africa,"['2018 - Non - GRI Non - GRIa5d16d58995660eeb2ec4e8e7f715f94.pdf', '2017 - Non - GRI Non - GRI41b87309b9e34b2415f745b4e260badb.pdf', '2016 - Non - GRI Non - GRI5a27b8356153f04ed2f667cada3ebc9a.pdf', '2015 - Non - GRI Non - GRI3676962b5577261598870f8672d08009.pdf', '2014 - Non - GRI Non - GRIa7b340e708ae31919c72cb35d34d36d8.pdf', '2013 - Non - GRI Non - GRI3977892cfd669ab9d26489339b2b6314.pdf', '2012 - Non - GRI Non - GRI17638e006894046dc506b8442b318812.pdf', '2011 - Non - GRI Non - GRIb9891eddea16091785960da235d8e488.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/a5d16d58995660eeb2ec4e8e7f715f94.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/41b87309b9e34b2415f745b4e260badb.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/5a27b8356153f04ed2f667cada3ebc9a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/3676962b5577261598870f8672d08009.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/a7b340e708ae31919c72cb35d34d36d8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/3977892cfd669ab9d26489339b2b6314.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/17638e006894046dc506b8442b318812.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/b9891eddea16091785960da235d8e488.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
337,Innovate Maxima International Limited (IMIL),https://database.globalreporting.org/organizations/22916/,SME,Financial Services,ug,Africa,[],[]
338,Innscor Africa Limited,https://database.globalreporting.org/organizations/9609/,Large,Conglomerates,zw,Africa,"['2018 - GRI - Standards GRI - Standards4d9e609351c737fe108d208fec063096.pdf', '2016 - GRI - G4 GRI - G44d4945a0b4770dbca0dd825b39b8333e.pdf', '2015 - GRI - G4 GRI - G4ceb0fc6878fa0b13324efb9ecb17c8ca.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/4d9e609351c737fe108d208fec063096.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/4d4945a0b4770dbca0dd825b39b8333e.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/ceb0fc6878fa0b13324efb9ecb17c8ca.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
339,Insimbi,https://database.globalreporting.org/organizations/6728/,Large,Construction Materials,za,Africa,"['2019 - Non - GRI Non - GRI349fac5487a65decc25d8c0ff2c32630.pdf', '2018 - Non - GRI Non - GRI50bd7ceb9baa0fbcd3c49420fa41e3c1.pdf', '2017 - Non - GRI Non - GRIc41f2d3614dec817e8837b68540fca20.pdf', '2015 - Non - GRI Non - GRI12639f752c79a92b6e82dc580899b221.pdf', '2014 - Non - GRI Non - GRIf835446870dda2a693dda204f0104211.pdf', '2013 - Non - GRI Non - GRI5d2443f074097202b0a1693874fd0803.pdf', '2012 - Non - GRI Non - GRI0d2b528f9e183ef3a48025c0732ab02b.pdf', '2011 - Non - GRI Non - GRI2cbd71bcced242d4e52ab9f52f8ec752.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/349fac5487a65decc25d8c0ff2c32630.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/50bd7ceb9baa0fbcd3c49420fa41e3c1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/c41f2d3614dec817e8837b68540fca20.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/12639f752c79a92b6e82dc580899b221.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/f835446870dda2a693dda204f0104211.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/5d2443f074097202b0a1693874fd0803.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/0d2b528f9e183ef3a48025c0732ab02b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/2cbd71bcced242d4e52ab9f52f8ec752.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
340,Intertrading Group,https://database.globalreporting.org/organizations/4745/,Large,Food and Beverage Products,za,Africa,[],[]
341,Interwaste Holdings,https://database.globalreporting.org/organizations/4744/,Large,Waste Management,za,Africa,"['2016 - Citing - GRI Citing - GRIcb1f2a2e66988a2cbcb9326cc9a4ce3a.pdf', '2015 - GRI - G3 GRI - G3496b8264f0bd8901822f2e826ff67055.pdf', '2015 - Citing - GRI Citing - GRI0f913badf979e6a245e319cc0eaccd5e.pdf', '2014 - Citing - GRI Citing - GRI47475a1daa10d7c0848819ce5e88b0cb.pdf', '2013 - GRI - G3 GRI - G34eab1d4195ebc7cf7773d879ea986590.pdf', '2011 - Non - GRI Non - GRI18da4d31f8f3cd37ebb4e6abe28f8bba.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/cb1f2a2e66988a2cbcb9326cc9a4ce3a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/496b8264f0bd8901822f2e826ff67055.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/0f913badf979e6a245e319cc0eaccd5e.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/47475a1daa10d7c0848819ce5e88b0cb.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/4eab1d4195ebc7cf7773d879ea986590.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/18da4d31f8f3cd37ebb4e6abe28f8bba.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
342,Investec,https://database.globalreporting.org/organizations/369/,Large,Financial Services,za,Africa,"['2019 - GRI - Standards GRI - Standards65fe2cc6af3a17455e538fa475415248.pdf', '2019 - GRI - Standards GRI - Standardsf7e1d5c5e2841dd3df21dd7ad50f9d40.pdf', '2018 - Citing - GRI Citing - GRIe2a69cba0165efb8836d5367aa5d9f68.pdf', '2017 - GRI - Standards GRI - Standards244bf8747b2c8c69a52e286e51481d09.pdf', '2016 - GRI - G4 GRI - G481e33ab9875edba9b1941fac84a8794c.pdf', '2015 - GRI - G3.1 GRI - G3.164c545e925d6af10ce5d26c84d26b109.pdf', '2014 - GRI - G3.1 GRI - G3.1eeb256da8604e89f4540eee3e149d8b1.pdf', '2013 - Non - GRI Non - GRI5a56e6f1aa8de04666e6e3669b89f27b.pdf', '2012 - GRI - G3.1 GRI - G3.1cbb27aef7f9becddc2f335f7931ab9ea.pdf', '2011 - GRI - G3.1 GRI - G3.18398c546282436f1da5c5fd508572dbe.pdf', '2011 - Non - GRI Non - GRIb6ae315754a16ee4f902dc976499bc16.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/65fe2cc6af3a17455e538fa475415248.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/f7e1d5c5e2841dd3df21dd7ad50f9d40.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/e2a69cba0165efb8836d5367aa5d9f68.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/244bf8747b2c8c69a52e286e51481d09.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/81e33ab9875edba9b1941fac84a8794c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/64c545e925d6af10ce5d26c84d26b109.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/eeb256da8604e89f4540eee3e149d8b1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/5a56e6f1aa8de04666e6e3669b89f27b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/cbb27aef7f9becddc2f335f7931ab9ea.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/8398c546282436f1da5c5fd508572dbe.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/b6ae315754a16ee4f902dc976499bc16.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
343,Invicta Holdings,https://database.globalreporting.org/organizations/4743/,Large,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRI3c339b0d0157b9d89a9fe4d9dcf4f9f9.pdf', '2016 - Non - GRI Non - GRI7afa5d021258ef6e3a4fee1c37a8c6eb.pdf', '2015 - Non - GRI Non - GRI87f0f33bdd913e177eb41d37a4bd7315.pdf', '2014 - Citing - GRI Citing - GRI4100f249f3908b9a617040d6054b67b5.pdf', '2013 - Non - GRI Non - GRIb402e4d4e32162411f6dbe7da4340f84.pdf', '2011 - Non - GRI Non - GRI3010b3754b7e9c0448b38a0e9d7cd610.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/3c339b0d0157b9d89a9fe4d9dcf4f9f9.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/7afa5d021258ef6e3a4fee1c37a8c6eb.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/87f0f33bdd913e177eb41d37a4bd7315.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/4100f249f3908b9a617040d6054b67b5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/b402e4d4e32162411f6dbe7da4340f84.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/3010b3754b7e9c0448b38a0e9d7cd610.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
344,Inyatsi Construction,https://database.globalreporting.org/organizations/17077/,Large,Construction,sz,Africa,['2017 - Non - GRI Non - GRIe6c24eea73ab6c28fa99a27709d32a3b.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/e6c24eea73ab6c28fa99a27709d32a3b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
345,IPSA Group Plc,https://database.globalreporting.org/organizations/4742/,SME,Energy,za,Africa,[],[]
346,IQuad,https://database.globalreporting.org/organizations/4915/,Large,Financial Services,za,Africa,['2010 - Non - GRI Non - GRI01753285df6bd14b41981756a656cf63.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2010/01753285df6bd14b41981756a656cf63.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
347,IRAS,https://database.globalreporting.org/organizations/4474/,SME,Other,za,Africa,"['2017 - Non - GRI Non - GRIf90cdc0a31376c9295293165f9578f2c.pdf', '2012 - Citing - GRI Citing - GRI411dfd4e5be158e2ec1e18c10ed8f1e5.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/f90cdc0a31376c9295293165f9578f2c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/411dfd4e5be158e2ec1e18c10ed8f1e5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
348,Ireland Blyth Ltd Together,https://database.globalreporting.org/organizations/16937/,Large,Financial Services,mu,Africa,"['2018 - Non - GRI Non - GRIeb0e8aaabd8b1f41336d89bd568790aa.pdf', '2017 - Non - GRI Non - GRI939aa20fef339648bec098e0a8468e24.pdf', '2016 - Non - GRI Non - GRIb01c3514c00f257c9004c8bfff079779.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/eb0e8aaabd8b1f41336d89bd568790aa.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/939aa20fef339648bec098e0a8468e24.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/b01c3514c00f257c9004c8bfff079779.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
349,ISA Holdings,https://database.globalreporting.org/organizations/4741/,SME,Computers,za,Africa,"['2019 - Non - GRI Non - GRI73ec148b6fd830620c1ed27db9371f9b.pdf', '2018 - Non - GRI Non - GRI7f13a31b9e69b0000e6047c156f80645.pdf', '2017 - Non - GRI Non - GRI8553650d47c8d91ea27a6d6b12ab1067.pdf', '2015 - Citing - GRI Citing - GRI3b030f4072670708e98b37d7cda3069a.pdf', '2014 - Non - GRI Non - GRI79210e681ee742a092f52437b74100b1.pdf', '2011 - Non - GRI Non - GRI57ccb603fe520615669c9f3a05ffeb97.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/73ec148b6fd830620c1ed27db9371f9b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/7f13a31b9e69b0000e6047c156f80645.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/8553650d47c8d91ea27a6d6b12ab1067.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/3b030f4072670708e98b37d7cda3069a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/79210e681ee742a092f52437b74100b1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/57ccb603fe520615669c9f3a05ffeb97.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
350,Italtile,https://database.globalreporting.org/organizations/6614/,MNE,Retailers,za,Africa,"['2019 - Citing - GRI Citing - GRI1bd0cbbff63be39743e3ff45387f5b6a.pdf', '2018 - Non - GRI Non - GRI55853d77ed69f8c32afa11f7e650e2a9.pdf', '2017 - Non - GRI Non - GRI2dad712f7abc222f81a602df71cea94e.pdf', '2016 - Non - GRI Non - GRI333114ec6f7b42a362be4764f938d12b.pdf', '2015 - Non - GRI Non - GRIb91f26a19ad3a070b75a705858212012.pdf', '2014 - Non - GRI Non - GRIc776b978dcdbfebdca5f122a108cf02f.pdf', '2011 - Non - GRI Non - GRI119f5514dc1f2dde769fd8493ab24133.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/1bd0cbbff63be39743e3ff45387f5b6a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/55853d77ed69f8c32afa11f7e650e2a9.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/2dad712f7abc222f81a602df71cea94e.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/333114ec6f7b42a362be4764f938d12b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/b91f26a19ad3a070b75a705858212012.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/c776b978dcdbfebdca5f122a108cf02f.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/119f5514dc1f2dde769fd8493ab24133.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
351,Jaiz Bank Plc,https://database.globalreporting.org/organizations/17058/,MNE,Financial Services,ng,Africa,"['2018 - Non - GRI Non - GRI89d2ca02d473edd94cd94476f627b0c6.pdf', '2017 - Non - GRI Non - GRI28fedea0c5255a46367269b5400281b0.pdf', '2016 - Non - GRI Non - GRI46ab6babe83cd327015a98b9f31ebd96.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/89d2ca02d473edd94cd94476f627b0c6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/28fedea0c5255a46367269b5400281b0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/46ab6babe83cd327015a98b9f31ebd96.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
352,Jan de Nul Group,https://database.globalreporting.org/organizations/16938/,Large,Construction,mu,Africa,"['2018 - Non - GRI Non - GRI08fe01f53e399e53f771bfa381f823ea.pdf', '2017 - Non - GRI Non - GRIb96baab75d8d6074dd673199d9fde483.pdf', '2016 - Non - GRI Non - GRIc24669cd2bc57a3dbd3384cbf9366637.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/08fe01f53e399e53f771bfa381f823ea.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/b96baab75d8d6074dd673199d9fde483.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/c24669cd2bc57a3dbd3384cbf9366637.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
353,Jasco Electronics,https://database.globalreporting.org/organizations/4740/,Large,Other,za,Africa,"['2019 - Non - GRI Non - GRIf3f7a42ded8eb2549e76007c91f2e38c.pdf', '2017 - Non - GRI Non - GRI8fe890a02eb49dec59904bc0c09b5019.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/f3f7a42ded8eb2549e76007c91f2e38c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/8fe890a02eb49dec59904bc0c09b5019.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
