,file name,page number,text
26,Investec Group.pdf,1,"Johannesburg S Investec tneosioe Bink LATS 100 Graysten Drive Sandown Sandton 2196 PO Box 785700 Sandton 2146 South Africa T +27 (0) 11 286 7000 F +27 (0} 11 286 7014 vray investec.com 12 December 2012 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr, Secretary-General, lam pleased to confirm that Investec supports the ten principles of the Global Compact with respect to human rights, labour, environment and anti-corruption. With this communication, we express our intent to advance those principles within our sphere of influence. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Investec is already a member of UNPRI and our sustainability report is based on guidelines and recommendations of the Global Reporting Initiative (GRI) and King IIT in South Africa. The Social and Ethics Committee, which is an executive committee reporting to the board of directors, has the responsibility of monitoring the 10 principles set out in the United Nations Global Compact Principles. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to reporting annually on the group s progress. This will be done in accordance with our existing financial and non-financial reporting process which is made public on the 30"" June each year. Kind regards, Mr Stephen Kgseff CEO Investec group (n eates Pan Limited Rag. No. 166: 004763/06. A momar of the Im astee Group, Australia Botswans Cenada Guernsey Hong Kong Irsland Jerse Hauriliu: Namibia South Africa Sitzerlan Taian United Kingdom United States c'"
27,Discovery Limited.pdf,1,"@ Discovery 11 June 2015 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, lam pleased to confirm that Discovery Limited supports the ten principles of the Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Discovery will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter according to the Global Compact COP policy. This includes: e Astatement signed by the chief executive expressing continued support for the Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the Global Compact. e A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). e A measurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Yours sincerely, 155 West Street, Sandton; PO Box 786722, Sandton 2146, Tel (011) 529 2888 (Switchboard); Fax (011) 539 5503; www.discovery.co.za Directors: M | Hilkowitz (Chairperson), AGore* (Group CEO), H L Bosman, Dr 8 A Brink, JJ Durand, S 8 Epstein (USA), % Farber*, H D Kallner*, NS Koopowitz*, Dr TV Maphal, H P Mayers*, TT Mboweni, Dr A Ntsaluba , A L Owen (UK), A Pollard*, J M Robertson* (CIO), S E Sebotsa, T Slabbert, B Swartzberg*, SV Zilwa (*Executive). Secretary: MJ Botha Discovery Ltd. registration number: 1999/007789/06 Companies in the group are authorised financial services providers 2014.04 1of2 c'"
28,University of South Africa.pdf,,
29,Umvoto Africa.pdf,1,"UMV2 O EARTH | WATER | SCIENCE | LIFE +27 21 709 6700 +27 86 685 5725 amanzi@ umvoto.com 8 Beach Road, Muizenberg 7945, Cape Town, South Africa P.O Box 61, Muizenberg 7950, Cape Town, South Africa >pmana Uv 01 April 2019 H.E. Antonio Guterres Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, lam pleased to confirm that Umvoto Africa (Pty) Ltd supports the Ten Principles of the United Nations Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. Umvoto Africa (Pty) Ltd will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to the UN Global Compact COP policy. This includes: 0 A statement signed by the chief executive expressing continued support for the UN Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the UN Global Compact. LA description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). 0 A measurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, Mr. John Holmes Managing Director Umvoto Africa (Pty) Ltd. umvoto.com Registration Number: 2001\ \ Directors: ER Hay, JC Holmes, K Riemann Non-executive Director: CJH Hartnady SG A B S Associate: D Blake < <<< 1s$o 9001 c'"
30,WK Wilton _ Associates.pdf,1,"b""wilkgrBacrshOEK oqotes 10 January 2020 H.E. Ant nio Guterres Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, lam pleased to confirm that WILTON & ASSOCIATES supports the Ten Principles of the United Nations Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goais of the United Nations, particularly the Sustainable Development Goals. WILTON & ASSOCIATES will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company's efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to the UN Global Compact COP policy. This includes: Astaiement signed by the chief executive expressing continued support for the UN Giobal Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the UN Global Compact. A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). e A measurement of outcomes {i. ., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Yours sincerely, Ki iton Martins Director WE Wilton & Associates Proprietary Limited 9 Kinross Street, Germiston South, 1401 PO Box 4119, Germiston South, 1411 Tel +27 11.873 0234 | support@wkwihon.co.ze Reg, No, 2007/000971/07 Directors: Keith Wilton CA (SA} BA Hons Katy Martins | Lingum Govender www.wkwilton.co.za c"""
31,Fusion Energy Holdings.pdf,1,"m7 ZC mY O <Z a a H.E. Ant nio Guterres Secretary-General United Nations New York, NY 10017 USA \\/7 06 August 2018 Dear Mr. Secretary-General, lam pleased to confirm that Fusion Energy Holdings supports the Ten Principles of the United Nations Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. Fusion Energy Holdings will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to the UN Global Compact COP policy. This includes: Astatement signed by the chief executive expressing continued support for the UN Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the UN Global Compact; A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption); and Ameasurement of outcomes (i.e. the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, yw Ms. Wendy Green Chief Executive Officer Fusion Energy Holdings (Pty) Ltd. Company Registration: 2017/188203/06. Physical Address: 14 on Louw, 14 Louw Road, Stellenbosch, Western Cape, 7600. Registered Address: 50 Oxford Road, Parktown, Johannesburg, Gauteng, 2193. Directors: W.E. Green, S.J. Lennon, A.A. Eberhard, K Njobe, L Mosiah c'"
32,Sasol Ltd..pdf,1,"(Reg. no. 1979/03231/08) nest Dasal 1 Sturdee Avenue, Rosebank 2196 PO Box 5486, Johannesburg 2000 Republic of South Africa Telephone (011) 441-3111 Telefax (011) 788-5092 Telex 4-26778 SA Internet: www.sasol.com 24 July 2001 Mr Kofi Annan Secretary-General United Nations New York, NY 10017 Dear Mr Annan The letter from Mr Frederick C. Dubee date July 4, 2001, refers: Sasol welcomes your initiative at the United Nations cto reconcile the creative forces of private entrepreneurship with the needs of the disadvantaged and the requirements of future generations d. We support the Global Compact and applaud its nine universal principles in the areas of human rights, labour standards and the environment. We endorse its objective to provide a global framework to promote sustainable growth and good citizenship through committed and creative corporate leadership. Yours sincerely ha Ut Deputy Chairman and Chief Executive Directors: Pau P Kruger (Chalrman),P V ox (Deputy Chairman and Chief Executive), Ele R Bradley, W AM Clewiow. B F Connslian, | F Davies {Caecutve Directo). 1 H Foure (Executive Directo, R Havenstein (Executive Director), Monts, T Munday (Executive Director), J E Schrempp (German), C B Strauss. c'"
33,Compassion Soul Winners Outreach International.pdf,,
34,De Angelus Estates.pdf,1,"DE ANGELUS ESTATES IV (PTY) LTD, REGISTRATION: 2009/002305/07 TRADING AS ~ DE ANGELUS ESTATES. Ft 1-4-2017. H.E. Antonio Guterres Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, | am pleased to confirm that De Angelus Estates (Pty) Ltd, supports the Ten Principles of the United Nations Global Compact on human rights, labour, environment and anti- corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact, and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. De Angelus Estates (Pty) Ltd will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to the UN Global Compact COP policy. This includes: - Astatement signed by the chief executive expressing continued support for the UN Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the UN Global Compact. - A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). - Ameasurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, Ms. Francesca Fondse CEO/Managing Director = Francesca Fondse Directors: F Fondse (SA) A Fedder (NL) Address: 5 Queen Street Trene Centurion 0062 Mobile: +2783 739 9491 c'"
35,MTN Group Limited.pdf,2,"MTN GROUP LIMITED Head Office: 216-14"" Avenue Fairland 2195 Private Bag 9955 Cresta 2118 South Africa Tel +2711 912 3000 Fax +2711 912 4093 Website www.mtngroup.com 12 November 2012 The UN Secretary-General Business Organisation Applications United Nations Global Compact UN GLOBAL COMPACT MEMBERSHIP: MTN GROUP LETTER OF COMMITMENT MTN Group hereby commits to implement, disclose and promote the ten universal principles of the UN Global Compact. We further commit to 1. Make the Global Compact and its principles an integral part of our business strategy, day-to-day operations and organisational culture; Incorporate the Global Compact and its principles in the decision-making processes of our Board and in the decisions and recommendations of the MTN Board\'s Social and Ethics Committee; Contribute to broad UN development objectives through appropriate partnerships; Integrate in our Annual Report as well as our Sustainability Report a description of the ways in which MTN Group implements the principles and supports broader development objectives, which we understand to constitute the Global Compact s Communication on Progress; and Advance the Global Compact and the case for responsible business practices through advocacy and active outreach to peers, partners, clients, consumers and the public at large. We understand that our commitment to the above would involve such changes to business operations as would be necessary for the Global Compact and its principles to become part of MTN s strategy, culture and day-to-day operations. The terms of reference of our Board s Social and Ethics Committee already include monitoring the company s activities relating to: social and economic development, including the company s standing in terms of the goals and purposes of the 10 principles set out in the United Nations Global Compact Principles and the OECD recommendations regarding corruption good corporate citizenship, including the company s: Directors MC Ramaphosa (Chairman), RS Dabengwa\' (Group President & CEO), A Harpert, KP Kalyan, NP Mageza, MLD Marole, AT Mikati++, MJN Njeke, NI Patel *, JHN Strydom, AF van Bijon (LID) and J van Rooyen Company Secretary SB Mishali Executive +British ++Lebanese Reg No, 1994/009584/06 VAT No. 4100154626 c promotion of equality, prevention of unfair discrimination, and reduction of corruption; contribution to development of the communities in which MTN s activities are predominantly conducted or within which MTN s products or services are predominantly marketed; othe environment, health and public safety, including the impact of the company s activities and of its products or services; o labour and employment, including MTN s standing in terms of the International Labour Organization Protocol on decent work and working conditions; the company s employment relationships, and its contribution toward the educational development of its employees. The Board\'s Social and Ethics Committee reports to shareholders at the company s annual general meeting on the matters within its mandate. It is our expectation that membership with the UN Global Compact will introduce further rigour to our Social and Ethics agenda. We look forward to your favourable response to this application to participate in the UN Global Compact. SIFISO DABENGWA Group President and CEO MTN Group Limited c'"
36,Goldengate Consulting.pdf,1,"counencare consurrine corporate governance * advisory * training VAT Reg no. 4270243993 Reg no. 2007/001876/23 04 December, 2009 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, I am pleased to confirm that Goldengate Consulting supports the ten principles of the Global Compact with respect to human rights, labour, environment and anti-corruption. With this communication, we express our intent to advance those principles within our sphere of influence. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Goldengate Consulting will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter according to the Global Compact COP policy. Sincerely yours, Olasesi Martins (Mrs.) Chief Operating Officer c'"
37,Netcare Limited.pdf,1," Netcare Limited Tel: + 27 (0)11 301 0000 Fax: Corporate +27 (0)11 301 0499 76 Maude Street, Corner West Street, Sandton, South Africa Private Bag X34, Benmore, 2010, South Africa 4 October 2012 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, lam pleased to confirm that Netcare supports the ten principles of the Global Compact with respect to human rights, labour, environment and anti-corruption. With this communication, we express our intent to advance those principles within our sphere of influence. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Netcare will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter according to the Global Compact COP policy. Sincerely yours, Group Chief Executive Executive Directors: R H Friedland (CEO), K N Gibson (CFO} Non-Executive Directors: S J Vilakazi (Chairman), T Brewer, A P H Jammine, J M Kahn, M J Kuscus, H R Levin, K D Moroka, N Weltman Company Secretary: L Bagwandeen Reg. No. 1996/008242/06 c'"
38,Bernika Health.pdf,1,"D bernika HEALTH 12"" February 2020 H.E. Ant nio Guterres Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, I am pleased to confirm that Bernika Health Pty( Ltd) supports the Ten Principles of the United Nations Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. Bernika Health will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to the UN Global Compact COP policy. This includes: A statement signed by the chief executive expressing continued support for the UN Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the UN Global Compact. e A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment, anti- corruption). A measurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, AYR Ms Dana Mopulunga CEO & FOUNDER - Bernika Health c'"
39,Redi Recruitment CC.pdf,1,"b"" EDI RECrUIIMEHt service with a smile. 06 January 2015 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, Tam pleased to confirm that Redi Recruitment supports the ten principles of the Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Redi Recruitment will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission ofa Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter according to the Global Compact COP policy. This includes: * Astatement signed by the chief executive expressing continued support for the Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the Global Compact. * Adescription of practical actions (i.e,, disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). * Ameasurement of outcomes (i.e, the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, A, Mr Rob Mailidl Managing Director hv 12th & Gemsbok Ave, Rivonia, Gauteng f P.O Bex 741, Paulshof, 2056 Tel: 0861 0D REDI (0861 00'7334) i Recruitment @reai co.za service with a smile. ww reditecruitment.co.za c"""
40,The Ethics Institute.pdf,1,"Hadefields Office Park, 1267 Pretorius Street. Ground Floor, Block C, Hatfield, 0083, South Africa Ethics Institute PO Box 2427, Brooklyn Square, 0075, South Africa of South Africa Tel: +27 (0)12 342-2799, Fax: +27 (0)12 342-2790 E-mail: administrator@ethicsa.com Website: www.ethicsa.com Rog, Ne. r9ge/o20697/08 Pretoria, 17 January 2011 To: The Secretary General of the United Nations, Mr. Ban Ki-Moon Subject: Commitment letter to become a member of the UN Global Compact Dear Mr. Ban Ki-Moon, The Ethics institute of South Africa (EthicsSA) would like to become a member of the UN Global Compact, EthicsSA is a not-for-profit public benefit organisation, based in South Africa, which aims to build ethics through partnerships with the public and private sectors, and professions. EthicsSA has been in existence since 2000 and is a financially seif- sustaining organisation with activities in 14 African countries. We provide training and services related to business ethics, professional ethics, and corruption prevention. We therefore support all the ten principles of the UN Global Compact and we actively contribute to the realisation of principle 10, anti-corruption, with the activities that we engage in. We commit to participate in the activities of the UN Global Compact where appropriate and feasible, like participation in the South African UN Global Compact Chapter, involvement in specialized initiatives and workstreams and engagement in partnership projects. We already serve as a technical advisor to the UN Global Compact Chapter in Kenya. Kind regards, Prof Deon Rossouw CEO EthicsSA Mr Colin Beggs, Prof Sotomon R Benatar, Prof Willem A Landman Executive Diector. Ms Ber nice Lue Marais, Prot Gedeon J Rossouw CEO, Prof Anton A van Niekerk Chatperson c'"
41,Mondi.pdf,1," monci Mondi Limited. 4 Floor No 3 Melrose Boulevard Melrose Arch, 2196 Republic of South Africa Telephone National: (011) 994-5400 International +27 11 994-5418 Fax National +27 11 994-5450 www.mondigroup.com 16 September 2008 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, | am pleased to confirm that Mondi supports the ten principles of the Global Compact with respect to human rights, labour, environment and anti-corruption. With this communication, we express our intent to advance those principles within our sphere of influence. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Mondi will make a clear statement of this commitment to our stakeholders and the general public. We recognise that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within two years of joining the Global Compact, and every year thereafter according to the Global Compact COP policy. Please find attached general information about our company, as well as the contact details of the focal point for communication with the Global Compact Office. Sincerely yours, 4. David Hathorn CEO Directors: Sir John Parker (Joint Chairman)* M CG Ramaphosa (Joint Chairman) D A Hathorn (CEO)+ P R Hollingworth (CFO)* C\'S Matthews"" IN Mkhize P J Oswald++ A C Quinnt D M Willams* 3 50Up, Secretary: P A Laubscher Samy * British +South African and Austrian ++ Austrian New Zealander and lish & Reg No. 1967/013038/06 c'"
42,Afrikaanse Taal en Kultuur Vereniging.pdf,2,"ATKV 4 December, 2015 H.E. Ban Ki-moon Secretary-General United Nations New York Plaza, NY 10017 USA Dear Mr. Secretary-General: SUBJECT: COMMITMENT LETTER FROM ATKV, SOUTH AFICA | am pleased to confirm that the Afrikaanse Taal en Kultuur Vereniging - ATKV supports the ten principles of the UN Global Compact with respect to human rights, labor, environment and anti-corruption. With this commitment, we express our intent to support the Global Compact advancing these principles, and will make a clear statement of this commitment to our stakeholders and the general public. We also pledge to participate in and engage with the UN Global Compact in the following way(s): eee signed by the chief executive expressing continued support for the Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the Global Compact. 1 A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). U A measurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Die Afrikaanse Taal- en Kultuurvereniging MSW-registrasienommer 1962/005157/08 NWO-nommer 001-260 ATKV-gebou, Surreylaan 348, Randburg; Posbus 4586, Randburg 2125 Tel.: 011 919 9000 Faks: 011 919 0220 Webwerf: http:/Awww.atkv.org.za E-posadres: atkv@atkv.org.za Direkteure: mnr. A Redelinghuis (voorsitter) adv. TJ Kruger (visevoorsitter) mnr. JD Gouws* (besturende direkteur) mnr. H Bailey mnr. H Bekker* mnr. SW Cilliers* ds. DH de Wet me. DLT Dondur prof. HR Hay-Swemmer mnr. JP Landman dr. MLA le Cordeur mnr. DW Lotter me B Mathews dr. DJ Titus* cATKV We recognize that a key requirement for participation in the Global Compact is the submission of a Communication on Engagement (COE) that describes our organization s efforts to support the implementation of the ten principles and to engage with the Global Compact. We support public accountability and transparency, and therefore commit to report on progress within two years of joining the Global Compact and every two years thereafter according to the Global Compact COE policy. Sincerely yours, J Gouws Managing Director Die Afrikaanse Taal- en Kultuurvereniging MSW-registrasienommer 1962/005157/08 NWO-nommer 001-260 ATKV-gebou, Surreylaan 348, Randburg; Posbus 4586, Randburg 2125 Tel.: 011 919 9000 Faks: 011 919 0220 . Webwerf: htto:/Avww.atkv.org.za E-posadres: atkv@atkv.org.za Direkteure: mnr. A Redelinghuis (voorsitter) adv. TJ Kruger (visevoorsitter) mnr. JD Gouws* (besturende direkteur) mnr. H Bailey mnr. H Bekker* mnr. SW Cilliers* ds. DH de Wet me. DLT Dondur prof. HR Hay-Swemmer mnr. JP Landman dr. MLA le Cordeur mnr. DW Lotter me. B Mathews dr. DJ Titus* c'"
43,DNA Economics (Pty) Ltd.pdf,1,"DNA Economics Making economic sense of common problems H.E. Ant nio Guterres Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, | am pleased to confirm that DNA Economics supports the Ten Principles of the United Nations Global Compact on human rights, labour, environment and anti-corruption. With this communication, we express our intent to implement those principles. We are committed to making the UN Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Sustainable Development Goals. DNA Economics will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the UN Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the Ten Principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the UN Global Compact, and annually thereafter according to the UN Global Compact COP policy. This includes: e A statement signed by the chief executive expressing continued support for the UN Global Compact and renewing our ongoing commitment to the initiative and its principles. This is separate from our initial letter of commitment to join the UN Global Compact. e A description of practical actions (i.e., disclosure of any relevant policies, procedures, activities) that the company has taken (or plans to undertake) to implement the UN Global Compact principles in each of the four issue areas (human rights, labour, environment, anti-corruption). e Ameasurement of outcomes (i.e., the degree to which targets/performance indicators were met, or other qualitative or quantitative measurements of results). Sincerely yours, ~) On J _ Dr. Matthew Stern Managing Director aa STROM OLA MCT TUS PPR Mem ar Me Naterkloof, 0145, South Africa aca) (oy 0024 | Fax +27 (0)12 362 0210 | Email contact@dnaeconomics.com | www.dnaeconomics.com Directors 8 Cloete, AA jitsing, E Masilela, MS Stern Registration N 2001/023453/0; c'"
44,Edcon.pdf,1,"pads Transformotion 6"" September 2011 HE. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr. Secretary-General, I am pleased to confirm that Edcon supports the ten principles of the Global Compact with respect to human rights, labour, environment and anti-corruption. With this communication, we express our intent to advance those principles within our sphere of influence. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Edcon will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter according to the Global Compact COP policy. Sincerely yours, id Managing Director Boardmans CNA Edgars - Prato + Red Square = Jet + Jet Mart Jet Shoes + Legit Edgardale Press Avenue, PO Box 200, Crown Mines, 2025, South Africa. Tel: +27 11495 6000 Fax: +27 11 837 6038 Managing Director and Chiel Executive Officer : J Schreiber* Directors: $ RBinnie d*, MA Bower, UFamdale Group Secretary: CMVikisi_ = cGERMANY cUK Edcon (Pty) Limited Registration No. 2007/003525/07 Credit Provider Number: NCRCP82 c'"
45,Woolworths Holdings.pdf,1,"WH L WOOLWORTHS HOLDINGS LIMITED 13 August 2013 H.E. Ban Ki-moon Secretary-General United Nations New York, NY 10017 USA Dear Mr Secretary-General, | am pleased to confirm that Woolworths Holdings supports the ten principles of the Global Compact with respect to human rights, labour, environment and anti- corruption. With this communication, we express our intent to advance those principles within our sphere of influence. We are committed to making the Global Compact and its principles part of the strategy, culture and day-to-day operations of our company, and to engaging in collaborative projects which advance the broader development goals of the United Nations, particularly the Millennium Development Goals. Woolworths Holdings will make a clear statement of this commitment to our stakeholders and the general public. We recognize that a key requirement for participation in the Global Compact is the annual submission of a Communication on Progress (COP) that describes our company s efforts to implement the ten principles. We support public accountability and transparency, and therefore commit to report on progress within one year of joining the Global Compact, and annually thereafter as part of our Integrated Reporting process, according to the Global Compact COP policy. Sincerely yours, Mr lan Moir Group Chief Executive Officer c'"
